image_x image_y
914.457397 155.134949
1004.723083 153.781281
1095.247803 153.057693
1185.701782 152.993607
1275.754517 153.607773
1364.945557 154.838089
1452.872070 156.696487
915.709534 245.915604
1005.646423 244.722656
1095.796753 244.064499
1185.900635 243.872147
1275.611328 244.167709
1364.469116 244.961182
1452.101074 246.335724
917.257874 336.456299
1006.696228 335.401733
1096.359375 334.735260
1185.948120 334.412018
1275.181885 334.500153
1363.573608 334.913574
1450.815796 335.739594
918.984070 426.231689
1007.849548 425.320831
1096.871094 424.673553
1185.863892 424.276154
1274.455200 424.110016
1362.292358 424.173584
1448.980957 424.509003
920.952881 514.974426
1009.085754 514.164246
1097.416382 513.521973
1185.691650 513.006958
1273.566040 512.641113
1360.663086 512.375244
1446.719482 512.249268
923.098083 602.312439
1010.400635 601.650024
1097.915283 600.957886
1185.375610 600.360352
1272.430054 599.725403
1358.752808 599.194458
1444.028809 598.657837
925.451599 687.940063
1011.806946 687.401550
1098.403564 686.731140
1184.935913 686.010864
1271.128296 685.189026
1356.572510 684.308044
1440.994873 683.373352
