image_x image_y
1025.969604 486.999573
1115.825806 483.156433
1206.622437 479.398132
1297.998535 475.865967
1389.469116 472.490173
1480.676147 469.289032
1571.189453 466.350952
1029.722778 577.060486
1119.382446 573.697327
1209.942749 570.377686
1301.031738 567.126099
1392.270996 563.889221
1483.256958 560.728577
1573.516357 557.635376
1033.565430 666.594788
1122.856934 663.743103
1213.069092 660.810486
1303.789185 657.797729
1394.665771 654.734253
1485.266968 651.575439
1575.158813 648.415833
1037.404907 755.178711
1126.242798 752.843079
1215.991455 750.298035
1306.251099 747.557007
1396.619873 744.644104
1486.717407 741.545715
1576.110229 738.258484
1041.281128 842.513611
1129.587402 840.658569
1218.731567 838.485474
1308.402832 836.054932
1398.151245 833.282227
1487.594971 830.183777
1576.388062 826.782043
1045.173828 928.322876
1132.784180 926.943848
1221.308838 925.178711
1310.229492 922.988159
1399.281250 920.340149
1487.962280 917.238708
1575.995117 913.748901
1049.092896 1012.296692
1135.943359 1011.364014
1223.633179 1009.943481
1311.773804 1008.002563
1399.942871 1005.424072
1487.791016 1002.347107
1574.930176 998.680664
