image_x image_y
1257.008057 581.006775
1332.830078 578.419922
1410.642090 575.728394
1490.313721 573.028809
1571.550537 570.290955
1653.992554 567.580994
1737.242798 564.822083
1259.941406 656.780273
1335.572998 655.311096
1413.263550 653.809692
1492.754639 652.201599
1573.822876 650.476746
1655.996826 648.649841
1739.046143 646.725342
1262.721924 732.000122
1338.124878 731.764893
1415.519653 731.347168
1494.720947 730.787170
1575.427368 730.088074
1657.338379 729.147217
1740.025024 728.014648
1265.274658 806.544617
1340.369751 807.427063
1417.427490 808.114868
1496.258545 808.575867
1576.493896 808.787720
1657.934082 808.748657
1740.165649 808.387878
1267.646606 880.190552
1342.346191 882.156006
1418.957886 883.887268
1497.258423 885.335999
1576.995483 886.492249
1657.857056 887.244385
1739.493408 887.595947
1269.780518 952.754822
1344.029297 955.736328
1420.095093 958.463562
1497.810425 960.809998
1576.921509 962.796143
1657.080933 964.358704
1738.045898 965.393066
1271.693115 1023.997864
1345.365112 1027.945190
1420.855103 1031.582031
1497.891357 1034.862183
1576.292480 1037.606934
1655.711792 1039.833984
1735.856812 1041.528320
