image_x image_y
630.130798 170.952332
717.023865 167.484924
805.358032 164.623444
894.775635 162.412323
984.908264 160.797836
1075.337158 159.788071
1165.783447 159.420807
632.186035 260.093048
718.892456 257.228638
807.004578 254.877869
896.104492 252.993179
985.934937 251.578491
1076.073608 250.656708
1166.196533 250.202316
634.897949 349.083313
721.251160 346.803772
808.972534 344.882294
897.686646 343.327637
987.084412 342.115784
1076.768188 341.220581
1166.442017 340.705566
638.210938 437.505951
724.120239 435.786224
811.313293 434.257812
899.474121 432.996307
988.309143 431.957062
1077.433472 431.139771
1166.525879 430.512848
642.050720 524.984253
727.381531 523.764221
813.964966 522.651367
901.491150 521.667175
989.625000 520.760254
1078.058105 519.998596
1166.480347 519.346924
646.339966 611.179688
730.987671 610.435547
816.852722 609.697632
903.609375 608.945007
990.989563 608.213501
1078.644165 607.477295
1166.268921 606.770691
651.100769 695.783691
734.961121 695.491089
819.997559 695.111572
905.902771 694.642700
992.464417 694.034546
1079.214111 693.320312
1165.995605 692.550354
