image_x image_y
1498.650513 573.435852
1575.183350 571.139832
1652.873291 568.822083
1731.397949 566.520081
1810.297485 564.270264
1889.330200 562.019165
1968.112061 559.838745
1500.717041 648.133911
1577.026978 646.718994
1654.500122 645.230164
1732.763306 643.650818
1811.452026 642.018372
1890.234497 640.322693
1968.778809 638.540588
1502.380737 722.259338
1578.425903 721.727783
1655.586182 721.012634
1733.450928 720.189209
1811.799927 719.182434
1890.246948 717.994385
1968.487427 716.645142
1503.655884 795.650757
1579.289429 795.938538
1656.039307 796.019958
1733.481323 795.863159
1811.351929 795.468323
1889.347168 794.773193
1967.126587 793.840454
1504.547241 868.037659
1579.693726 869.150574
1655.937012 869.976562
1732.838257 870.494385
1810.210083 870.666748
1887.634033 870.479187
1964.817627 869.900696
1505.040771 939.335510
1579.624023 941.201477
1655.239014 942.737610
1731.569946 943.837097
1808.267090 944.540344
1885.023071 944.793396
1961.616455 944.604004
1505.162476 1009.267639
1579.097046 1011.860168
1654.042603 1014.048401
1729.622314 1015.749573
1805.635132 1016.951904
1881.678833 1017.589600
1957.530029 1017.755859
