image_x image_y
449.419281 421.214417
539.078003 413.893402
629.447144 406.981049
720.042969 400.436432
810.401062 394.288025
900.046265 388.514465
988.576294 383.146667
456.649963 511.670135
546.288757 504.375092
636.529114 497.269287
726.986267 490.419098
817.174683 483.807587
906.619446 477.445465
994.917114 471.365723
464.852295 601.976501
554.238708 594.656799
644.236755 587.367920
734.410767 580.134766
824.322571 573.070679
913.430298 566.110107
1001.414001 559.340332
473.932190 691.648438
562.894531 684.275330
652.475830 676.812195
742.267273 669.288452
831.738708 661.749695
920.431458 654.251587
1007.952332 646.784973
483.774109 780.295105
572.256042 772.909302
661.330627 765.267761
750.533752 757.455627
839.467041 749.468445
927.560852 741.403870
1014.553101 733.335999
494.336823 867.583984
582.161987 860.212341
670.547119 852.399597
759.122742 844.298279
847.358276 835.952698
934.766296 827.369751
1021.150208 818.650208
505.616425 953.132446
592.669434 945.765625
680.263733 937.904358
768.029053 929.588257
855.490906 920.847168
942.151489 911.807251
1027.746338 902.509155
