image_x image_y
1292.373047 409.108551
1383.094604 400.595703
1474.208496 392.327423
1565.318726 384.398682
1655.905273 376.773346
1745.383545 369.691132
1833.336304 363.039734
1300.191284 498.982574
1390.441162 491.054291
1481.160278 483.150604
1571.779419 475.507965
1661.951172 468.021088
1751.098633 460.813416
1838.582397 453.900940
1307.653931 587.972717
1397.329834 580.542908
1487.445190 573.124573
1577.531372 565.708862
1667.111450 558.344543
1755.676147 551.094849
1842.689697 543.987854
1314.706299 675.645325
1403.716553 668.772217
1493.126465 661.767944
1582.483765 654.618469
1671.390747 647.435181
1759.224976 640.166870
1845.575562 632.865234
1321.380005 761.698120
1409.583984 755.379822
1498.154785 748.797180
1586.711914 741.956604
1674.782715 734.904419
1761.775757 727.645508
1847.356079 720.174011
1327.667114 845.982849
1414.937378 840.156555
1502.616943 833.931519
1590.236328 827.379089
1677.297241 820.442871
1763.388794 813.188110
1848.048950 805.626099
1333.491211 928.136353
1419.807251 922.802368
1506.448853 916.953613
1592.953979 910.648376
1679.007324 903.841736
1764.036133 896.561523
1847.731567 888.897949
